generation,entity_id,alpha,theta,max_field_sizes,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,fitness
253,2,4.0,0.02,62,0.029,0.0,0.322,0.084,0.0,0.0,0.0,0.0,0.0,0.483,0.0,4.542,1.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.475,0.0,90.5,23.861,0.027,0.762,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9643504577537421
253,3,5.1,0.02,87,0.05,0.0,0.558,0.126,0.0,0.0,0.018,0.018,0.0,0.814,0.0,7.833,1.852,0.0,0.0,0.272,0.272,0.0,0.0,0.0,0.0,0.0,13.875,0.0,111.0,28.745,0.032,0.849,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9394130628134758
253,4,4.0,0.02,31,0.059,0.0,0.374,0.107,0.0,0.0,0.058,0.104,0.0,1.082,0.0,7.428,1.989,0.0,0.0,1.154,2.058,0.0,0.0,0.0,0.0,0.0,20.7,0.0,148.0,38.836,0.027,0.754,387.989,386.64,390.8,1.062,387.64,387.11,388.53,389.64,386.64,19399.45,19332.0,19540.0,53.101,19382.0,19355.5,19426.5,19482.0,19332.0,0.9284319351985924
253,5,5.66,0.02,90,0.064,0.0,0.333,0.105,0.0,0.0,0.074,0.122,0.0,1.138,0.0,5.569,1.812,0.0,0.0,1.474,2.434,0.0,0.0,0.0,0.0,0.0,21.85,0.0,108.5,34.852,0.035,0.883,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9230260206080196
253,6,4.0,0.02,40,0.098,0.0,0.604,0.181,0.0,0.0,0.068,0.068,0.0,1.545,0.0,7.252,2.707,0.0,0.0,1.343,1.343,0.0,0.0,0.0,0.0,0.0,28.175,0.0,144.5,49.228,0.027,0.761,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.885077403012456
253,7,10.28,0.02,31,0.116,0.0,0.58,0.2,0.0,0.0,0.133,0.308,0.0,1.632,0.0,9.111,2.749,0.0,0.0,2.348,4.743,0.0,0.0,0.0,0.0,0.0,27.95,0.0,174.5,48.905,0.032,0.989,154.466,153.42,155.32,0.432,154.41,154.235,154.83,155.32,153.42,7723.3,7671.0,7766.0,21.59,7720.5,7711.75,7741.5,7766.0,7671.0,0.8655303151686541
253,8,1.04,0.02,96,0.126,0.0,0.511,0.153,0.064,0.0,0.229,0.511,0.0,2.103,0.0,7.102,2.36,1.28,0.0,4.101,7.102,0.0,0.0,0.0,0.0,0.0,40.3,0.0,132.5,44.918,0.009,0.167,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8546706051468668
253,9,11.14,0.02,58,0.207,0.0,0.915,0.265,0.123,0.0,0.252,0.409,0.0,3.2,0.0,11.437,3.546,2.429,0.0,4.814,11.437,0.0,0.0,0.0,0.0,0.0,58.4,0.0,182.0,60.872,0.039,0.995,272.943,272.06,274.4,0.678,272.79,272.49,273.52,274.4,272.06,13647.15,13603.0,13720.0,33.891,13639.5,13624.5,13676.0,13720.0,13603.0,0.7715823531416656
253,10,1.04,0.02,46,0.058,0.0,0.304,0.096,0.0,0.0,0.101,0.181,0.0,1.094,0.0,6.048,1.764,0.0,0.0,2.001,4.616,0.0,0.0,0.0,0.0,0.0,21.525,0.0,120.5,34.625,0.009,0.166,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9296782999894985
253,11,5.78,0.02,80,0.103,0.0,0.828,0.208,0.0,0.0,0.099,0.12,0.0,1.403,0.0,9.612,2.56,0.0,0.0,1.662,3.814,0.0,0.0,0.0,0.0,0.0,22.55,0.0,135.0,38.189,0.035,0.89,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8795768020540441
253,12,1.04,0.02,45,0.219,0.0,1.158,0.364,0.0,0.0,0.245,0.378,0.0,2.557,0.0,10.315,3.649,0.0,0.0,4.875,10.315,0.0,0.0,0.0,0.0,0.0,37.55,0.0,128.5,49.833,0.009,0.167,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.7607598823626837
253,13,10.28,0.02,62,0.227,0.0,1.1,0.251,0.17,0.048,0.309,0.535,0.0,3.328,0.0,9.382,2.631,3.388,0.947,4.86,9.382,0.0,0.0,0.0,0.0,0.0,59.65,0.0,152.0,43.734,0.041,0.991,314.052,312.28,315.18,0.673,314.1,313.63,314.47,315.18,313.16,15702.6,15614.0,15759.0,33.647,15705.0,15681.5,15723.5,15759.0,15658.0,0.7528170209273128
253,14,8.44,2.4,73,3.191,2.221,4.637,0.562,2.985,2.762,3.592,4.637,2.221,2.993,1.817,8.125,1.398,2.444,2.247,3.066,3.677,1.817,0.0,0.0,0.0,0.0,17.375,9.0,59.5,13.052,0.027,1.0,4.104,3.88,4.44,0.139,4.07,4.045,4.205,4.44,3.88,205.2,194.0,222.0,6.969,203.5,202.25,210.25,222.0,194.0,0.018515799353512625
253,15,12.26,0.02,95,2.824,0.768,6.856,1.702,2.416,1.595,3.966,6.856,0.768,15.73,7.264,25.746,5.098,14.832,11.921,19.793,25.746,7.264,0.0,0.0,0.0,0.0,149.275,103.0,183.5,23.42,0.046,0.998,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.029302973370712557
253,16,10.28,0.02,90,0.751,0.0,2.97,0.747,0.448,0.301,1.044,1.302,0.0,7.594,0.0,20.374,4.85,7.76,4.286,10.411,15.583,0.0,0.0,0.0,0.0,0.0,110.025,0.0,178.0,52.342,0.046,0.993,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.39135847892440107
253,17,5.66,0.02,62,0.07,0.0,0.885,0.195,0.0,0.0,0.02,0.025,0.0,0.886,0.0,7.589,1.89,0.0,0.0,0.389,0.502,0.0,0.0,0.0,0.0,0.0,14.2,0.0,82.0,26.857,0.035,0.884,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9164936628274413
253,18,1.04,0.02,62,0.194,0.0,0.871,0.246,0.098,0.0,0.309,0.631,0.0,2.78,0.0,10.668,3.16,1.945,0.0,4.738,10.668,0.0,0.0,0.0,0.0,0.0,47.95,0.0,161.0,51.236,0.009,0.168,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.7843517274599586
253,19,10.28,0.02,19,0.875,0.039,2.178,0.504,0.874,0.549,1.183,1.614,0.039,8.176,0.778,14.656,3.77,9.124,5.449,10.939,14.656,0.778,0.0,0.0,0.0,0.0,108.25,15.5,196.0,47.1,0.029,0.988,93.798,93.18,94.62,0.438,93.7,93.445,94.115,94.62,93.18,4689.9,4659.0,4731.0,21.884,4685.0,4672.25,4705.75,4731.0,4659.0,0.33490518124420443
254,0,5.78,0.02,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.831,225.642,223.18,226.64,0.717,225.79,225.39,226.055,226.64,224.88,11282.1,11159.0,11332.0,35.84,11289.5,11269.5,11302.75,11332.0,11244.0,1.0
254,1,5.62,0.02,31,0.0,0.0,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.125,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,2.5,0.545,0.029,0.837,276.384,274.34,277.78,0.827,276.42,275.835,276.85,277.78,274.34,13819.2,13717.0,13889.0,41.331,13821.0,13791.75,13842.5,13889.0,13717.0,0.9996055071257135
254,2,4.0,0.02,62,0.029,0.0,0.322,0.084,0.0,0.0,0.0,0.0,0.0,0.483,0.0,4.542,1.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.475,0.0,90.5,23.861,0.027,0.762,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9643504577537421
254,3,5.1,0.02,87,0.05,0.0,0.558,0.126,0.0,0.0,0.018,0.018,0.0,0.814,0.0,7.833,1.852,0.0,0.0,0.272,0.272,0.0,0.0,0.0,0.0,0.0,13.875,0.0,111.0,28.745,0.032,0.849,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9394130628134758
254,4,1.04,5.8,46,1.253,0.842,2.497,0.408,1.115,0.91,1.464,1.927,0.842,4.302,1.043,10.793,3.133,3.134,1.465,6.864,10.793,1.043,0.0,0.0,0.0,0.0,55.125,6.5,146.5,48.413,0.023,0.815,15.437,14.64,16.22,0.407,15.46,15.26,15.665,16.22,14.68,771.85,732.0,811.0,20.362,773.0,763.0,783.25,811.0,734.0,0.20876947603913695
254,5,3.02,0.02,31,0.059,0.0,0.37,0.114,0.0,0.0,0.028,0.028,0.0,1.141,0.0,7.353,2.263,0.0,0.0,0.565,0.565,0.0,0.0,0.0,0.0,0.0,22.675,0.0,146.5,45.07,0.022,0.649,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.929458231745766
254,6,4.38,0.02,90,0.134,0.0,1.559,0.343,0.0,0.0,0.091,0.105,0.0,1.829,0.0,15.62,3.709,0.0,0.0,1.801,4.451,0.0,0.0,0.0,0.0,0.0,30.45,0.0,194.0,53.636,0.029,0.796,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8455470499995551
254,7,5.66,0.02,62,0.07,0.0,0.885,0.195,0.0,0.0,0.02,0.025,0.0,0.886,0.0,7.589,1.89,0.0,0.0,0.389,0.502,0.0,0.0,0.0,0.0,0.0,14.2,0.0,82.0,26.857,0.035,0.884,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9164936628274413
254,8,4.0,0.02,40,0.098,0.0,0.604,0.181,0.0,0.0,0.068,0.068,0.0,1.545,0.0,7.252,2.707,0.0,0.0,1.343,1.343,0.0,0.0,0.0,0.0,0.0,28.175,0.0,144.5,49.228,0.027,0.761,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.885077403012456
254,9,5.78,2.1,80,2.97,1.53,8.213,1.651,2.303,1.978,3.167,4.428,1.53,7.164,1.219,25.504,6.579,3.396,2.12,11.531,25.504,1.219,0.0,0.0,0.0,0.0,55.538,6.0,130.0,42.556,0.026,1.0,7.626,7.2,8.04,0.213,7.64,7.48,7.745,8.04,7.2,381.3,360.0,402.0,10.635,382.0,374.0,387.25,402.0,360.0,0.024427262610044697
254,10,10.28,0.02,31,0.116,0.0,0.58,0.2,0.0,0.0,0.133,0.308,0.0,1.632,0.0,9.111,2.749,0.0,0.0,2.348,4.743,0.0,0.0,0.0,0.0,0.0,27.95,0.0,174.5,48.905,0.032,0.989,154.466,153.42,155.32,0.432,154.41,154.235,154.83,155.32,153.42,7723.3,7671.0,7766.0,21.59,7720.5,7711.75,7741.5,7766.0,7671.0,0.8655303151686541
254,11,1.04,0.02,96,0.126,0.0,0.511,0.153,0.064,0.0,0.229,0.511,0.0,2.103,0.0,7.102,2.36,1.28,0.0,4.101,7.102,0.0,0.0,0.0,0.0,0.0,40.3,0.0,132.5,44.918,0.009,0.167,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8546706051468668
254,12,1.04,2.92,32,1.338,0.527,2.439,0.535,1.182,0.995,1.656,2.439,0.527,7.44,0.717,14.712,3.914,7.536,6.035,9.274,12.179,1.501,0.0,0.0,0.0,0.0,98.5,5.0,181.5,53.509,0.023,0.796,17.981,16.68,19.26,0.634,17.91,17.735,18.28,18.62,17.06,899.05,834.0,963.0,31.695,895.5,886.75,914.0,931.0,853.0,0.18779807887005967
254,13,11.14,1.84,58,3.38,2.686,6.31,0.78,3.165,2.903,3.483,4.086,2.686,3.709,2.169,20.885,3.978,2.662,2.372,3.16,3.955,2.169,0.0,0.0,0.0,0.0,23.55,9.5,137.5,28.008,0.028,1.0,3.191,2.98,3.34,0.087,3.18,3.14,3.23,3.34,3.08,159.55,149.0,167.0,4.364,159.0,157.0,161.5,167.0,154.0,0.01462168037139683
254,14,1.04,0.02,51,0.149,0.0,0.496,0.169,0.061,0.0,0.277,0.496,0.0,2.58,0.0,8.883,2.88,1.217,0.0,5.301,8.883,0.0,0.0,0.0,0.0,0.0,48.425,0.0,177.0,54.456,0.009,0.166,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8296835975955268
254,15,10.28,0.02,62,0.227,0.0,1.1,0.251,0.17,0.048,0.309,0.535,0.0,3.328,0.0,9.382,2.631,3.388,0.947,4.86,9.382,0.0,0.0,0.0,0.0,0.0,59.65,0.0,152.0,43.734,0.041,0.991,314.052,312.28,315.18,0.673,314.1,313.63,314.47,315.18,313.16,15702.6,15614.0,15759.0,33.647,15705.0,15681.5,15723.5,15759.0,15658.0,0.7528170209273128
254,16,14.0,0.02,96,25.924,6.372,94.785,22.949,16.127,11.516,29.45,46.549,6.372,42.973,22.89,64.244,12.727,40.78,34.182,53.346,64.244,22.89,0.0,0.0,0.0,0.0,188.125,156.0,198.5,13.016,0.042,0.998,380.958,379.28,381.94,0.738,381.1,380.395,381.575,381.94,379.28,19047.9,18964.0,19097.0,36.924,19055.0,19019.75,19078.75,19097.0,18964.0,8.442146679530913e-15
254,17,8.14,0.02,46,0.028,0.0,0.322,0.08,0.0,0.0,0.0,0.0,0.0,0.555,0.0,6.399,1.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05,0.0,127.5,31.863,0.037,0.965,286.221,284.8,287.74,0.759,286.21,285.865,286.66,287.74,284.8,14311.05,14240.0,14387.0,37.945,14310.5,14293.25,14333.0,14387.0,14240.0,0.9657212470863529
254,18,4.0,0.02,80,0.046,0.0,0.326,0.1,0.0,0.0,0.005,0.005,0.0,0.833,0.0,5.791,1.774,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,16.475,0.0,114.5,35.041,0.027,0.762,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9444676548826398
254,19,5.68,0.02,40,0.044,0.0,0.264,0.084,0.0,0.0,0.017,0.017,0.0,0.834,0.0,5.245,1.589,0.0,0.0,0.345,0.345,0.0,0.0,0.0,0.0,0.0,16.55,0.0,104.5,31.495,0.033,0.869,353.497,351.5,354.8,1.113,353.76,352.57,354.535,354.8,351.5,17674.85,17575.0,17740.0,55.637,17688.0,17628.5,17726.75,17740.0,17575.0,0.9467062593226465
255,0,5.78,0.02,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.831,225.642,223.18,226.64,0.717,225.79,225.39,226.055,226.64,224.88,11282.1,11159.0,11332.0,35.84,11289.5,11269.5,11302.75,11332.0,11244.0,1.0
255,1,5.62,0.02,31,0.0,0.0,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.125,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,2.5,0.545,0.029,0.837,276.384,274.34,277.78,0.827,276.42,275.835,276.85,277.78,274.34,13819.2,13717.0,13889.0,41.331,13821.0,13791.75,13842.5,13889.0,13717.0,0.9996055071257135
255,2,14.9,0.02,46,0.538,0.015,1.467,0.429,0.372,0.253,0.753,1.467,0.015,6.611,0.301,13.274,3.577,6.076,4.952,8.414,13.274,0.301,0.0,0.0,0.0,0.0,105.975,6.0,198.5,49.93,0.031,0.999,158.598,157.46,159.7,0.576,158.62,158.25,159.01,159.7,157.46,7929.9,7873.0,7985.0,28.813,7931.0,7912.5,7950.5,7985.0,7873.0,0.5102263216092213
255,3,4.0,2.3,62,1.813,1.096,4.187,0.732,1.55,1.338,1.994,2.561,1.096,4.063,0.928,17.111,4.243,1.832,1.305,4.964,8.382,0.928,0.0,0.0,0.0,0.0,39.938,5.5,152.5,43.829,0.027,0.998,8.285,7.84,8.92,0.234,8.28,8.195,8.36,8.54,8.0,414.25,392.0,446.0,11.717,414.0,409.75,418.0,427.0,400.0,0.10366285477899688
255,4,7.82,0.02,40,0.007,0.0,0.131,0.029,0.0,0.0,0.0,0.0,0.0,0.13,0.0,2.61,0.569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,52.0,11.333,0.035,0.955,258.542,257.42,259.94,0.687,258.53,258.005,258.975,259.94,257.42,12927.1,12871.0,12997.0,34.367,12926.5,12900.25,12948.75,12997.0,12871.0,0.9918265153538607
255,5,4.0,0.02,80,0.046,0.0,0.326,0.1,0.0,0.0,0.005,0.005,0.0,0.833,0.0,5.791,1.774,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,16.475,0.0,114.5,35.041,0.027,0.762,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9444676548826398
255,6,5.1,0.02,44,0.075,0.0,0.331,0.117,0.0,0.0,0.143,0.331,0.0,1.484,0.0,6.575,2.316,0.0,0.0,2.848,6.575,0.0,0.0,0.0,0.0,0.0,29.575,0.0,131.0,46.149,0.032,0.849,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9108696929833195
255,7,3.02,0.02,31,0.059,0.0,0.37,0.114,0.0,0.0,0.028,0.028,0.0,1.141,0.0,7.353,2.263,0.0,0.0,0.565,0.565,0.0,0.0,0.0,0.0,0.0,22.675,0.0,146.5,45.07,0.022,0.649,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.929458231745766
255,8,5.66,0.02,62,0.07,0.0,0.885,0.195,0.0,0.0,0.02,0.025,0.0,0.886,0.0,7.589,1.89,0.0,0.0,0.389,0.502,0.0,0.0,0.0,0.0,0.0,14.2,0.0,82.0,26.857,0.035,0.884,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9164936628274413
255,9,4.0,0.58,60,1.912,0.346,6.052,1.148,1.661,1.379,2.282,3.034,0.346,10.875,0.381,24.322,4.905,10.378,8.291,13.173,16.415,2.921,0.0,0.0,0.0,0.0,121.0,2.5,189.5,48.165,0.027,0.991,28.24,27.72,28.84,0.281,28.26,28.005,28.42,28.84,27.72,1412.0,1386.0,1442.0,14.075,1413.0,1400.25,1421.0,1442.0,1386.0,0.09157965986285926
255,10,10.28,2.78,31,4.577,3.682,5.942,0.623,4.334,4.1,4.971,5.942,3.682,3.726,2.841,5.261,0.57,3.689,3.367,3.916,4.297,2.841,0.0,0.0,0.0,0.0,17.563,13.0,22.5,2.84,0.029,1.0,1.43,1.3,1.56,0.071,1.44,1.405,1.48,1.56,1.3,71.5,65.0,78.0,3.557,72.0,70.25,74.0,78.0,65.0,0.0032755468022598413
255,11,1.04,0.02,96,0.126,0.0,0.511,0.153,0.064,0.0,0.229,0.511,0.0,2.103,0.0,7.102,2.36,1.28,0.0,4.101,7.102,0.0,0.0,0.0,0.0,0.0,40.3,0.0,132.5,44.918,0.009,0.167,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8546706051468668
255,12,4.38,0.02,90,0.134,0.0,1.559,0.343,0.0,0.0,0.091,0.105,0.0,1.829,0.0,15.62,3.709,0.0,0.0,1.801,4.451,0.0,0.0,0.0,0.0,0.0,30.45,0.0,194.0,53.636,0.029,0.796,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8455470499995551
255,13,1.04,0.02,51,0.149,0.0,0.496,0.169,0.061,0.0,0.277,0.496,0.0,2.58,0.0,8.883,2.88,1.217,0.0,5.301,8.883,0.0,0.0,0.0,0.0,0.0,48.425,0.0,177.0,54.456,0.009,0.166,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8296835975955268
255,14,10.28,0.02,62,0.227,0.0,1.1,0.251,0.17,0.048,0.309,0.535,0.0,3.328,0.0,9.382,2.631,3.388,0.947,4.86,9.382,0.0,0.0,0.0,0.0,0.0,59.65,0.0,152.0,43.734,0.041,0.991,314.052,312.28,315.18,0.673,314.1,313.63,314.47,315.18,313.16,15702.6,15614.0,15759.0,33.647,15705.0,15681.5,15723.5,15759.0,15658.0,0.7528170209273128
255,15,1.04,5.8,27,1.841,0.833,5.218,1.235,1.292,1.036,1.938,2.055,0.833,6.836,1.296,23.949,6.21,5.498,2.049,8.406,17.86,1.296,0.0,0.0,0.0,0.0,73.125,8.5,170.5,53.346,0.022,0.763,11.614,10.46,12.44,0.467,11.71,11.43,11.9,12.44,11.1,580.7,523.0,622.0,23.335,585.5,571.5,595.0,622.0,555.0,0.10016868929878438
255,16,5.62,0.02,40,0.077,0.0,0.495,0.149,0.0,0.0,0.029,0.056,0.0,1.392,0.0,8.06,2.668,0.0,0.0,0.577,1.104,0.0,0.0,0.0,0.0,0.0,27.375,0.0,155.5,52.396,0.033,0.866,357.147,355.04,359.32,1.253,357.17,356.31,357.97,359.32,355.04,17857.35,17752.0,17966.0,62.634,17858.5,17815.5,17898.5,17966.0,17752.0,0.9085007224270546
255,17,5.68,1.26,31,1.521,1.179,2.186,0.294,1.468,1.292,1.665,2.186,1.179,2.952,1.015,11.782,2.892,1.571,1.264,2.993,4.988,1.015,0.0,0.0,0.0,0.0,33.488,5.0,167.0,41.375,0.029,1.0,5.205,4.64,5.52,0.209,5.22,5.07,5.35,5.52,4.9,260.25,232.0,276.0,10.459,261.0,253.5,267.5,276.0,245.0,0.14943058692846473
255,18,4.38,2.88,96,4.936,2.327,11.263,2.807,3.632,2.753,6.97,11.263,2.327,14.012,3.367,31.878,8.962,10.191,7.016,24.326,31.878,3.367,0.0,0.0,0.0,0.0,94.612,22.5,159.75,38.592,0.025,0.999,9.09,8.78,9.44,0.175,9.04,8.995,9.24,9.44,8.78,454.5,439.0,472.0,8.744,452.0,449.75,462.0,472.0,439.0,0.00209212844277943
255,19,1.04,5.48,90,9.716,2.602,36.347,7.663,7.676,5.163,10.155,17.324,2.602,25.691,9.705,54.728,9.079,24.999,18.839,28.061,39.112,9.705,0.0,0.0,0.0,0.0,148.25,95.0,183.5,23.626,0.024,0.881,27.869,25.9,29.12,0.869,27.75,27.255,28.675,29.12,25.9,1393.45,1295.0,1456.0,43.448,1387.5,1362.75,1433.75,1456.0,1295.0,5.312339586261029e-06
256,0,5.78,0.02,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.831,225.642,223.18,226.64,0.717,225.79,225.39,226.055,226.64,224.88,11282.1,11159.0,11332.0,35.84,11289.5,11269.5,11302.75,11332.0,11244.0,1.0
256,1,5.62,0.02,31,0.0,0.0,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.125,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,2.5,0.545,0.029,0.837,276.384,274.34,277.78,0.827,276.42,275.835,276.85,277.78,274.34,13819.2,13717.0,13889.0,41.331,13821.0,13791.75,13842.5,13889.0,13717.0,0.9996055071257135
256,2,7.82,0.02,40,0.007,0.0,0.131,0.029,0.0,0.0,0.0,0.0,0.0,0.13,0.0,2.61,0.569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,52.0,11.333,0.035,0.955,258.542,257.42,259.94,0.687,258.53,258.005,258.975,259.94,257.42,12927.1,12871.0,12997.0,34.367,12926.5,12900.25,12948.75,12997.0,12871.0,0.9918265153538607
256,3,4.0,0.02,80,0.046,0.0,0.326,0.1,0.0,0.0,0.005,0.005,0.0,0.833,0.0,5.791,1.774,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,16.475,0.0,114.5,35.041,0.027,0.762,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9444676548826398
256,4,3.0,3.22,31,1.718,1.114,3.237,0.458,1.607,1.395,1.889,2.244,1.114,3.83,0.95,15.469,3.541,2.54,1.462,4.722,6.965,0.95,0.0,0.0,0.0,0.0,46.888,5.0,156.5,50.841,0.028,0.998,5.005,4.76,5.48,0.193,4.97,4.835,5.125,5.48,4.76,250.25,238.0,274.0,9.633,248.5,241.75,256.25,274.0,238.0,0.1168238460333298
